,trip_id,start_stop_id,arrival_time,arrival_hour,arrival_minute,stop_sequence_x,stop_lat,stop_lon,route_id,direction_id,speed_kmh,segment_max_speed_kmh,runtime_sec,end_stop_id,distance_m,next_lat,next_lon,congestion_level
4428,2003-985-013-6058.2.22:094200-34-1_A9023082-52FC-479A-9B2E-AF55013166D0,5355,1900-01-01 10:18:10.909090909,10,18,32,50.82591,6.901295,1300985,1,27.0,33.0,60.0,736,456.061422560464,50.828921,6.899026,2
5732,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3164,1900-01-01 10:18:12.000000000,10,18,39,51.056672,6.951243,300211,1,17.0,17.0,60.0,3165,284.906086965579,51.059211,6.951766,3
13211,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1822,1900-01-01 10:18:26.896551723,10,18,15,50.778672,7.144031,600640,0,34.0,34.0,60.0,1823,560.79422535508,50.777989,7.140328,1
7936,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,525,1900-01-01 10:18:32.454679077,10,18,26,50.933783,6.994183,100153,0,15.0,15.0,60.0,526,256.147239412973,50.935531,6.993665,4
11705,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,1106,1900-01-01 10:18:37.142857142,10,18,21,50.733773,7.094874,600603,0,14.0,14.0,120.0,1102,467.361306300099,50.736282,7.097652,4
8845,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,95,1900-01-01 10:18:41.368760063,10,18,20,50.879003,6.962921,100132,1,13.0,13.0,60.0,96,212.214264527341,50.877645,6.960804,4
7967,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,496,1900-01-01 10:18:43.175923212,10,18,27,50.935531,6.993665,100153,1,11.0,11.0,60.0,48,187.872325100414,50.935895,6.991055,4
13244,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,2652,1900-01-01 10:18:48.000000000,10,18,18,50.7727,7.13321,600640,1,37.0,74.0,120.0,1520,1227.85940671881,50.762697,7.127384,0
4568,2007-260-016-6622.2.21:095800-54-134_06EC3E15-F3E1-44B5-AC8B-B0670116613C,1959,1900-01-01 10:19:00.000000000,10,19,14,51.144387,7.214189,1600260,1,37.0,37.0,180.0,3968,1826.61784684454,51.143718,7.219687,1
445,1002-267-014-5208.2.26:100400-11-1_A3870A33-BB08-4F7E-A70D-AFCD00EC57E7,3226,1900-01-01 10:19:00.000000000,10,19,3,51.052749,7.129311,1400267,0,47.0,47.0,180.0,8924,2324.76324728918,51.063903,7.141423,0
455,1002-267-014-5208.2.26:100400-11-1_A3870A33-BB08-4F7E-A70D-AFCD00EC57E7,3226,1900-01-01 10:19:00.000000000,10,19,3,51.052749,7.129311,1400267,1,23.0,38.0,300.0,9054,1885.23889972945,51.063903,7.141423,2
4401,2003-985-013-6058.2.22:094200-34-1_A9023082-52FC-479A-9B2E-AF55013166D0,5355,1900-01-01 10:19:00.000000000,10,19,32,50.82591,6.901295,1300985,0,15.0,24.2752987344503,60.0,5354,256.074367938483,50.828044,6.901989,3
4644,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,6172,1900-01-01 10:19:03.157894737,10,19,20,50.672833,7.13789,1200855,0,45.5,47.0,125.714285714286,6173,1568.21085773223,50.681987,7.152289,0
4675,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,1604,1900-01-01 10:19:06.000000000,10,19,22,50.683285,7.155575,1200855,1,15.0,15.0,60.0,9477,252.210479184799,50.683699,7.158302,4
9113,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3360,1900-01-01 10:19:07.402406417,10,19,21,51.045611,7.227346,1100427,0,36.0,36.0,60.0,3361,598.290604455145,51.050351,7.231322,1
4429,2003-985-013-6058.2.22:094200-34-1_A9023082-52FC-479A-9B2E-AF55013166D0,735,1900-01-01 10:19:10.909090909,10,19,34,50.828921,6.899026,1300985,1,22.0,41.0,120.0,5355,718.266309662655,50.828921,6.899026,2
5733,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3165,1900-01-01 10:19:12.000000000,10,19,40,51.059211,6.951766,300211,1,28.0,28.0,60.0,3166,474.931306809684,51.058887,6.956223,2
6122,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3024,1900-01-01 10:19:15.000000000,10,19,8,51.029869,7.031392,300227,0,24.0,24.0,60.0,3025,394.480086482738,51.029495,7.038083,2
11930,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1321,1900-01-01 10:19:22.222222222,10,19,30,50.717934,7.062715,600606,0,19.0,19.0,60.0,1322,318.960278856787,50.714621,7.058364,3
13212,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1821,1900-01-01 10:19:26.896551723,10,19,16,50.777989,7.140328,600640,0,17.0,17.0,60.0,1822,277.425173155663,50.775903,7.137598,3
6171,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3022,1900-01-01 10:19:30.000000000,10,19,11,51.02784,7.045287,300227,1,25.0,25.0,60.0,7076,410.598472608804,51.024158,7.044905,2
7937,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,496,1900-01-01 10:19:32.454679077,10,19,27,50.935531,6.993665,100153,0,15.0,15.0,60.0,525,247.06829354374,50.935895,6.991055,4
5686,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3164,1900-01-01 10:19:36.000000000,10,19,39,51.056672,6.951243,300211,0,20.0,20.0,60.0,7774,332.568601728946,51.059211,6.951766,3
4976,2019-16-001-343.1.12:095700-23-265_E0D3979F-948C-4707-A42A-B07701299B1C,22,1900-01-01 10:19:37.687500000,10,19,13,50.926653,6.945685,100016,1,16.0,16.0,120.0,19,539.835096653882,50.923976,6.952088,3
8846,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,96,1900-01-01 10:19:41.368760063,10,19,21,50.877645,6.960804,100132,1,19.0,19.0,60.0,777,309.343882422814,50.877645,6.960804,3
9156,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3299,1900-01-01 10:19:42.352941177,10,19,19,51.041046,7.210871,1100427,1,31.0,31.0,60.0,3358,519.234358452362,51.044686,7.215258,1
7968,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,48,1900-01-01 10:19:43.175923212,10,19,28,50.935895,6.991055,100153,1,12.9,25.0,115.636363636364,44,409.437613095391,50.936467,6.986145,4
4402,2003-985-013-6058.2.22:094200-34-1_A9023082-52FC-479A-9B2E-AF55013166D0,5354,1900-01-01 10:20:00.000000000,10,20,33,50.828044,6.901989,1300985,0,7.0,16.0,120.0,735,239.938832264379,50.828044,6.901989,4
4516,2007-260-016-6622.2.21:095800-54-134_06EC3E15-F3E1-44B5-AC8B-B0670116613C,3538,1900-01-01 10:20:00.000000000,10,20,15,51.143718,7.219687,1600260,0,5.6,34.0,405.714285714286,3537,559.525080163465,51.140804,7.213795,4
616,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,3662,1900-01-01 10:20:00.000000000,10,20,23,51.037714,7.439537,1100307,1,28.0,56.0,120.0,4129,924.439040299461,51.034452,7.432093,1
11962,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1141,1900-01-01 10:20:00.793650793,10,20,19,50.733024,7.093242,600606,1,21.2,24.2752987344503,20.0,1146,242.632851871275,50.731891,7.090468,2
4676,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,9477,1900-01-01 10:20:06.000000000,10,20,23,50.683699,7.158302,1200855,1,13.0,24.0,120.0,7184,422.770137422687,50.685113,7.15804,4
11742,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,8635,1900-01-01 10:20:06.666666667,10,20,26,50.740222,7.123798,600603,1,15.0,24.2752987344503,60.0,1501,253.959828351302,50.740926,7.125373,3
9114,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3361,1900-01-01 10:20:07.402406417,10,20,22,51.050351,7.231322,1100427,0,42.0,42.0,60.0,3362,694.641083044365,51.056,7.234382,0
5734,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3166,1900-01-01 10:20:12.000000000,10,20,41,51.058887,6.956223,300211,1,25.0,25.0,60.0,3167,424.867229055212,51.064198,6.956504,2
4954,2019-16-001-343.1.12:095700-23-265_E0D3979F-948C-4707-A42A-B07701299B1C,19,1900-01-01 10:20:12.282051282,10,20,14,50.923976,6.952088,100016,0,16.0,16.0,120.0,22,539.835096653882,50.921082,6.959623,3
6123,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3031,1900-01-01 10:20:15.000000000,10,20,9,51.029495,7.038083,300227,0,15.0,15.0,120.0,3024,490.773956908489,51.029979,7.044295,4
11963,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1146,1900-01-01 10:20:20.793650793,10,20,20,50.731891,7.090468,600606,1,12.1,13.0,68.8888888888889,1145,223.612834744794,50.730233,7.088885,4
11931,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1323,1900-01-01 10:20:22.222222222,10,20,31,50.714621,7.058364,600606,0,19.4,29.0,98.5714285714286,1321,479.571541045945,50.714246,7.054079,2
8817,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,847,1900-01-01 10:20:26.738359202,10,20,19,50.881058,6.962239,100132,0,34.4,65.0,115.609756097561,75,1075.88738388857,50.879003,6.962921,1
13213,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1820,1900-01-01 10:20:26.896551723,10,20,17,50.775903,7.137598,600640,0,21.0,21.0,60.0,1821,355.010591566408,50.7727,7.13321,2
6172,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,7076,1900-01-01 10:20:30.000000000,10,20,12,51.024158,7.044905,300227,1,14.0,14.0,60.0,3125,229.299087388845,51.022454,7.045394,4
7938,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,48,1900-01-01 10:20:32.454679077,10,20,28,50.935895,6.991055,100153,0,11.0,11.0,60.0,496,187.872325100414,50.936467,6.986145,4
5687,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3165,1900-01-01 10:20:36.000000000,10,20,40,51.059211,6.951766,300211,0,17.0,17.0,60.0,3164,284.906086965579,51.058887,6.956223,3
11706,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,1102,1900-01-01 10:20:37.142857142,10,20,22,50.736282,7.097652,600603,0,10.7,14.0,160.0,1115,455.638066240063,50.737468,7.102483,4
8847,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,96,1900-01-01 10:20:41.368760063,10,20,21,50.877645,6.960804,100132,1,13.5,24.2752987344503,57.1698113207547,884,219.412797304711,50.876261,6.958602,4
9157,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3359,1900-01-01 10:20:42.352941177,10,20,20,51.044686,7.215258,1100427,1,15.0,31.0,120.0,3299,508.636651406857,51.045611,7.227346,3
13245,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1520,1900-01-01 10:20:48.000000000,10,20,19,50.762697,7.127384,600640,1,7.0,7.0,60.0,1525,112.491932860075,50.761516,7.125896,4
586,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,4129,1900-01-01 10:21:00.000000000,10,21,22,51.043145,7.44886,1100307,0,28.0,28.0,120.0,3662,926.028193931225,51.037714,7.439537,2
11743,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,1502,1900-01-01 10:21:06.666666667,10,21,27,50.740926,7.125373,600603,1,24.3,24.2752987344503,0.0,8635,137.075889333279,50.740942,7.131111,2
11744,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,1540,1900-01-01 10:21:06.666666667,10,21,28,50.740942,7.131111,600603,1,15.1,24.0,158.571428571429,1502,630.791001191672,50.742942,7.133525,3
9115,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3362,1900-01-01 10:21:07.402406417,10,21,23,51.056,7.234382,1100427,0,60.0,60.0,60.0,3365,997.576297713899,51.063552,7.239433,0
4645,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,1605,1900-01-01 10:21:08.872180451,10,21,21,50.681987,7.152289,1200855,0,31.0,31.0,180.0,6172,1536.5292130403,50.683285,7.155575,1
5735,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3168,1900-01-01 10:21:12.000000000,10,21,45,51.064198,6.956504,300211,1,24.0,24.0,60.0,3169,405.415830976054,51.065589,6.951169,2
13214,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,2652,1900-01-01 10:21:26.896551723,10,21,18,50.7727,7.13321,600640,0,29.0,29.0,60.0,1820,477.314586293954,50.762697,7.127384,2
11964,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1145,1900-01-01 10:21:29.682539682,10,21,21,50.730233,7.088885,600606,1,16.8,23.0,91.1111111111111,1221,381.200345992407,50.72827,7.084463,3
6173,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3125,1900-01-01 10:21:30.000000000,10,21,13,51.022454,7.045394,300227,1,23.0,23.0,60.0,3124,391.576202372552,51.02218,7.050947,2
7939,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,44,1900-01-01 10:21:32.454679077,10,21,29,50.936467,6.986145,100153,0,12.8,25.0,116.341463414634,48,409.437613095391,50.939594,6.978799,4
5688,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3166,1900-01-01 10:21:36.000000000,10,21,41,51.058887,6.956223,300211,0,28.0,28.0,60.0,3165,474.931306809684,51.061789,6.959764,2
4977,2019-16-001-343.1.12:095700-23-265_E0D3979F-948C-4707-A42A-B07701299B1C,19,1900-01-01 10:21:37.687500000,10,21,14,50.923976,6.952088,100016,1,19.0,19.0,120.0,18,628.732371963229,50.921082,6.959623,3
8848,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,884,1900-01-01 10:21:38.538571384,10,21,22,50.876261,6.958602,100132,1,23.0,23.0,60.0,97,380.628366403391,50.873865,6.954802,2
7969,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,44,1900-01-01 10:21:38.812286848,10,21,29,50.936467,6.986145,100153,1,12.2,19.0,235.609756097561,802,769.285961694876,50.936467,6.986145,4
13246,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1525,1900-01-01 10:21:48.000000000,10,21,20,50.761516,7.125896,600640,1,14.0,14.0,120.0,1524,483.271020632718,50.757427,7.128618,4
4569,2007-260-016-6622.2.21:095800-54-134_06EC3E15-F3E1-44B5-AC8B-B0670116613C,3538,1900-01-01 10:22:00.000000000,10,22,15,51.143718,7.219687,1600260,1,4.0,28.0,360.0,1959,421.853898122069,51.136894,7.210292,4
617,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,4146,1900-01-01 10:22:00.000000000,10,22,24,51.034452,7.432093,1100307,1,47.0,47.0,60.0,3662,777.658082373215,51.036897,7.428476,0
446,1002-267-014-5208.2.26:100400-11-1_A3870A33-BB08-4F7E-A70D-AFCD00EC57E7,9054,1900-01-01 10:22:00.000000000,10,22,4,51.063903,7.141423,1400267,0,38.0,57.0,180.0,3226,1885.35404316534,51.081879,7.168096,0
11932,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,8811,1900-01-01 10:22:00.793650793,10,22,32,50.714246,7.054079,600606,0,28.0,28.0,60.0,1323,470.602090823657,50.71644,7.051042,2
4677,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,7184,1900-01-01 10:22:06.000000000,10,22,24,50.685113,7.15804,1200855,1,23.0,24.0,60.0,1710,384.165892611423,50.687185,7.16211,2
9116,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3365,1900-01-01 10:22:07.402406417,10,22,24,51.063552,7.239433,1100427,0,38.0,38.0,60.0,3366,634.802816935897,51.068088,7.244805,1
5736,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3169,1900-01-01 10:22:12.000000000,10,22,46,51.065589,6.951169,300211,1,12.0,15.0,156.0,3170,508.352520815983,51.065589,6.951169,4
4955,2019-16-001-343.1.12:095700-23-265_E0D3979F-948C-4707-A42A-B07701299B1C,18,1900-01-01 10:22:12.282051282,10,22,15,50.921082,6.959623,100016,0,19.0,19.0,120.0,19,628.732371963229,50.9224,6.965481,3
6124,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3032,1900-01-01 10:22:15.000000000,10,22,10,51.029979,7.044295,300227,0,26.0,26.0,60.0,3031,439.262557902734,51.02784,7.045287,2
8818,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,95,1900-01-01 10:22:22.348115300,10,22,20,50.879003,6.962921,100132,0,19.0,19.0,60.0,847,314.381924297556,50.877645,6.960804,3
13215,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1520,1900-01-01 10:22:26.896551723,10,22,19,50.762697,7.127384,600640,0,37.0,37.0,120.0,2652,1227.85940671881,50.761516,7.125896,1
6174,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3124,1900-01-01 10:22:30.000000000,10,22,14,51.02218,7.050947,300227,1,24.0,24.0,60.0,3123,398.129204092152,51.024032,7.05582,2
5689,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,3167,1900-01-01 10:22:36.000000000,10,22,42,51.061789,6.959764,300211,0,28.0,28.0,60.0,3166,471.049827045535,51.064257,6.963453,2
8849,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,97,1900-01-01 10:22:38.538571384,10,22,23,50.873865,6.954802,100132,1,19.0,19.0,60.0,98,312.245606954637,50.874383,6.950849,3
9158,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3360,1900-01-01 10:22:42.352941177,10,22,21,51.045611,7.227346,1100427,1,58.0,58.0,60.0,3359,965.599545583429,51.050351,7.231322,0
587,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,3662,1900-01-01 10:23:00.000000000,10,23,23,51.037714,7.439537,1100307,0,47.0,47.0,60.0,4146,777.658082373215,51.036897,7.428476,0
618,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,3661,1900-01-01 10:23:00.000000000,10,23,25,51.036897,7.428476,1100307,1,34.0,34.0,60.0,3917,571.132775509733,51.036897,7.428476,1
14964,723031-23-063-5228.2.25:102300-22-63_F1FF115F-2540-44BB-A201-AFF20145F5B4,5228,1900-01-01 10:23:00.000000000,10,23,1,51.031508,6.991655,6300023,0,12.6,18.0,96.0,1289,292.906972454121,51.033744,6.988695,4
11933,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1342,1900-01-01 10:23:00.793650793,10,23,33,50.71644,7.051042,600606,0,20.0,24.2752987344503,60.0,8811,330.131987491479,50.715319,7.045778,2
11965,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1221,1900-01-01 10:23:00.793650793,10,23,22,50.72827,7.084463,600606,1,30.0,30.0,60.0,1620,496.140322754268,50.725815,7.078685,2
4678,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,1710,1900-01-01 10:23:06.000000000,10,23,25,50.687185,7.16211,1200855,1,23.0,23.0,60.0,1711,385.291256983954,50.689099,7.166644,2
9117,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3366,1900-01-01 10:23:07.402406417,10,23,25,51.068088,7.244805,1100427,0,58.0,58.0,60.0,3367,967.260728809699,51.070734,7.257945,0
6125,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3022,1900-01-01 10:23:15.000000000,10,23,11,51.02784,7.045287,300227,0,20.0,20.0,60.0,3032,334.993868789229,51.024158,7.044905,3
11707,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,1115,1900-01-01 10:23:17.142857142,10,23,23,50.737468,7.102483,600603,0,22.0,32.0,180.0,1500,1078.8750575854,50.739231,7.117442,2
8819,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,96,1900-01-01 10:23:22.348115300,10,23,21,50.877645,6.960804,100132,0,13.0,13.0,60.0,95,213.239434539614,50.876261,6.958602,4
7940,312-153-001-637.2.23:093200-30-261_1A25D19F-C2E6-439B-AB82-B04600BEBDB0,802,1900-01-01 10:23:28.796142492,10,23,30,50.939594,6.978799,100153,0,15.0,19.0,180.0,44,769.285961694876,50.939594,6.978799,3
6175,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,3123,1900-01-01 10:23:30.000000000,10,23,15,51.024032,7.05582,300227,1,32.0,32.0,60.0,3206,525.426205427624,51.022687,7.062446,1
5690,211034-211-003-3139.2.23:092900-47-63_2C3B6A37-0963-4C3F-8F29-AFF201359264,1027,1900-01-01 10:23:36.000000000,10,23,43,51.064257,6.963453,300211,0,22.0,22.0,60.0,3167,368.870167955278,51.061789,6.959764,2
4978,2019-16-001-343.1.12:095700-23-265_E0D3979F-948C-4707-A42A-B07701299B1C,18,1900-01-01 10:23:37.687500000,10,23,15,50.921082,6.959623,100016,1,13.0,25.0,120.0,17,439.352402435648,50.9224,6.965481,4
8850,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,98,1900-01-01 10:23:38.538571384,10,23,24,50.874383,6.950849,100132,1,25.0,25.0,60.0,99,413.518614286731,50.872141,6.946797,2
9159,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3361,1900-01-01 10:23:42.352941177,10,23,22,51.050351,7.231322,1100427,1,36.0,36.0,60.0,3360,598.290604455145,51.056,7.234382,1
11745,6030361-603-006-1386.2.21:095100-37-1_C299FF4D-CDA1-434C-B79C-AF4700977F34,1128,1900-01-01 10:23:45.238095238,10,23,29,50.742942,7.133525,600603,1,22.0,24.2752987344503,60.0,1540,367.749828232801,50.74531,7.132166,2
13247,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1524,1900-01-01 10:23:48.000000000,10,23,21,50.757427,7.128618,600640,1,27.6,39.0,96.0,1523,658.141640187278,50.752221,7.126863,2
456,1002-267-014-5208.2.26:100400-11-1_A3870A33-BB08-4F7E-A70D-AFCD00EC57E7,9054,1900-01-01 10:24:00.000000000,10,24,4,51.063903,7.141423,1400267,1,39.0,39.0,300.0,3229,3272.73149473838,51.081879,7.168096,1
619,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,3661,1900-01-01 10:24:00.000000000,10,24,25,51.036897,7.428476,1100307,1,23.0,23.0,60.0,4146,379.535363044955,51.041437,7.426933,2
588,1003-307-011-3883.2.33:094500-37-175_B006F1AD-C016-4FA3-9DC4-B05300F54893,3661,1900-01-01 10:24:00.000000000,10,24,25,51.036897,7.428476,1100307,0,18.0,33.0,60.0,3660,546.850357816078,51.036897,7.428476,3
11934,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1344,1900-01-01 10:24:00.793650793,10,24,34,50.715319,7.045778,600606,0,19.7,24.0,81.4285714285714,1342,403.376708770044,50.716472,7.042547,2
11966,6060394-606-006-1584.2.24:095000-44-1_3E314225-5E1B-45D8-BA27-AF4700977CDB,1620,1900-01-01 10:24:00.793650793,10,24,23,50.725815,7.078685,600606,1,18.0,18.0,60.0,1210,307.977142805272,50.726894,7.075778,3
4679,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,1711,1900-01-01 10:24:06.000000000,10,24,26,50.689099,7.166644,1200855,1,10.0,10.0,60.0,1712,166.212203242012,50.689806,7.168713,4
9118,427025-427-011-5208.2.23:095200-50-63_0CA7E44F-5C4F-4BB7-AE16-AF6F01366FDF,3367,1900-01-01 10:24:07.402406417,10,24,26,51.070734,7.257945,1100427,0,19.0,37.0,120.0,3368,619.351103531631,51.073269,7.265434,2
4646,2008-855-012-1489.2.21:093900-29-153_45FA2226-82EA-4FC3-9125-B05400EB6B2F,1604,1900-01-01 10:24:08.872180451,10,24,22,50.683285,7.155575,1200855,0,17.0,17.0,60.0,1605,285.962968736051,50.683699,7.158302,3
4956,2019-16-001-343.1.12:095700-23-265_E0D3979F-948C-4707-A42A-B07701299B1C,17,1900-01-01 10:24:12.282051282,10,24,16,50.9224,6.965481,100016,0,13.0,14.0,120.0,18,439.352402435648,50.914084,6.972078,4
6126,227030-227-003-5228.2.27:100400-47-63_B119FA9D-11D5-4055-8757-AFF20135900C,7076,1900-01-01 10:24:15.000000000,10,24,12,51.024158,7.044905,300227,0,12.0,25.0,120.0,3022,410.598472608804,51.022454,7.045394,4
8820,407-132-001-9.2.22:094400-30-265_3A0CE2C1-FC9D-4E7E-AF61-B07701298BE0,884,1900-01-01 10:24:22.348115300,10,24,22,50.876261,6.958602,100132,0,12.7,13.0,63.2432432432432,96,219.412797304711,50.873865,6.954802,4
13216,6400638-640-006-1811.2.25:095600-33-1_E9B9AB5F-8E12-4ED3-8E66-AF4700977E08,1525,1900-01-01 10:24:26.896551723,10,24,20,50.761516,7.125896,600640,0,17.7,24.2752987344503,22.7586206896552,1520,112.491932860075,50.757427,7.128618,3
